0024A382	VRWorkshops_mod_Legendary_Weapon_NERF	WEAP	peEnchantments	ADD	peEnchantments	VRWorkshopShared_ench_mod_LegendaryNerfPerk			0.00	Nerfed for VR attacks.	NONE	00000000
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	ivalue	MUL+ADD	ivalue	0.700		0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_MoreDamage2			0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
001889A8	mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_BetterCriticals1			0.00	Superior damage. Better critical shot damage and accuracy.	miscmod_mod_Deliverer_Receiver_MoreDamage2_and_BetterCriticals	001889BC
001889A7	mod_Deliverer_Receiver_MoreDamage2	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Superior damage.	miscmod_mod_Deliverer_Receiver_MoreDamage2	001889BB
001889A7	mod_Deliverer_Receiver_MoreDamage2	WEAP	iattackdamage	MUL+ADD	iattackdamage	0.500		0.00	Superior damage.	miscmod_mod_Deliverer_Receiver_MoreDamage2	001889BB
001889A7	mod_Deliverer_Receiver_MoreDamage2	WEAP	ivalue	MUL+ADD	ivalue	0.550		0.00	Superior damage.	miscmod_mod_Deliverer_Receiver_MoreDamage2	001889BB
001889A7	mod_Deliverer_Receiver_MoreDamage2	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_MoreDamage2			0.00	Superior damage.	miscmod_mod_Deliverer_Receiver_MoreDamage2	001889BB
001889A6	mod_Deliverer_Receiver_MoreDamage1	WEAP	fweight	MUL+ADD	fweight	0.150		0.00	Better damage.	miscmod_mod_Deliverer_Receiver_MoreDamage1	001889BA
001889A6	mod_Deliverer_Receiver_MoreDamage1	WEAP	iattackdamage	MUL+ADD	iattackdamage	0.250		0.00	Better damage.	miscmod_mod_Deliverer_Receiver_MoreDamage1	001889BA
001889A6	mod_Deliverer_Receiver_MoreDamage1	WEAP	ivalue	MUL+ADD	ivalue	0.350		0.00	Better damage.	miscmod_mod_Deliverer_Receiver_MoreDamage1	001889BA
001889A6	mod_Deliverer_Receiver_MoreDamage1	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_MoreDamage1			0.00	Better damage.	miscmod_mod_Deliverer_Receiver_MoreDamage1	001889BA
001889A5	mod_Deliverer_Receiver_Lighter	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.250		0.00	Lighter weight. Reduced damage.	miscmod_mod_Deliverer_Receiver_Lighter	001889B9
001889A5	mod_Deliverer_Receiver_Lighter	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	-0.050		0.00	Lighter weight. Reduced damage.	miscmod_mod_Deliverer_Receiver_Lighter	001889B9
001889A5	mod_Deliverer_Receiver_Lighter	WEAP	fweight	MUL+ADD	fweight	-0.500		0.00	Lighter weight. Reduced damage.	miscmod_mod_Deliverer_Receiver_Lighter	001889B9
001889A5	mod_Deliverer_Receiver_Lighter	WEAP	iattackdamage	MUL+ADD	iattackdamage	-0.100		0.00	Lighter weight. Reduced damage.	miscmod_mod_Deliverer_Receiver_Lighter	001889B9
001889A5	mod_Deliverer_Receiver_Lighter	WEAP	ivalue	MUL+ADD	ivalue	0.100		0.00	Lighter weight. Reduced damage.	miscmod_mod_Deliverer_Receiver_Lighter	001889B9
001889A5	mod_Deliverer_Receiver_Lighter	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_Light			0.00	Lighter weight. Reduced damage.	miscmod_mod_Deliverer_Receiver_Lighter	001889B9
001889A4	mod_Deliverer_Receiver_Heavier	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.250		0.00	Heavier weight. Improved damage.	miscmod_mod_Deliverer_Receiver_Heavier	001889B8
001889A4	mod_Deliverer_Receiver_Heavier	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.050		0.00	Heavier weight. Improved damage.	miscmod_mod_Deliverer_Receiver_Heavier	001889B8
001889A4	mod_Deliverer_Receiver_Heavier	WEAP	fweight	MUL+ADD	fweight	0.500		0.00	Heavier weight. Improved damage.	miscmod_mod_Deliverer_Receiver_Heavier	001889B8
001889A4	mod_Deliverer_Receiver_Heavier	WEAP	iattackdamage	MUL+ADD	iattackdamage	0.100		0.00	Heavier weight. Improved damage.	miscmod_mod_Deliverer_Receiver_Heavier	001889B8
001889A4	mod_Deliverer_Receiver_Heavier	WEAP	ivalue	MUL+ADD	ivalue	0.150		0.00	Heavier weight. Improved damage.	miscmod_mod_Deliverer_Receiver_Heavier	001889B8
001889A4	mod_Deliverer_Receiver_Heavier	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_Heavy			0.00	Heavier weight. Improved damage.	miscmod_mod_Deliverer_Receiver_Heavier	001889B8
001889A3	mod_Deliverer_Receiver_FastTrigger	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_FastTrigger	001889B7
001889A3	mod_Deliverer_Receiver_FastTrigger	WEAP	fattackDelaySec	MUL+ADD	fattackDelaySec	-0.333		0.00	More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_FastTrigger	001889B7
001889A3	mod_Deliverer_Receiver_FastTrigger	WEAP	fweight	MUL+ADD	fweight	0.050		0.00	More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_FastTrigger	001889B7
001889A3	mod_Deliverer_Receiver_FastTrigger	WEAP	ivalue	MUL+ADD	ivalue	0.550		0.00	More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_FastTrigger	001889B7
001889A3	mod_Deliverer_Receiver_FastTrigger	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_FastSemiAuto			0.00	More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_FastTrigger	001889B7
001889A2	mod_Deliverer_Receiver_BetterCriticals	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	-0.100		0.00	Better critical shot damage.	miscmod_mod_Deliverer_Receiver_BetterCriticals	001889B6
001889A2	mod_Deliverer_Receiver_BetterCriticals	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	-0.100		0.00	Better critical shot damage.	miscmod_mod_Deliverer_Receiver_BetterCriticals	001889B6
001889A2	mod_Deliverer_Receiver_BetterCriticals	WEAP	fcriticaldamagemult	MUL+ADD	fcriticaldamagemult	1.000		0.00	Better critical shot damage.	miscmod_mod_Deliverer_Receiver_BetterCriticals	001889B6
001889A2	mod_Deliverer_Receiver_BetterCriticals	WEAP	fweight	MUL+ADD	fweight	0.100		0.00	Better critical shot damage.	miscmod_mod_Deliverer_Receiver_BetterCriticals	001889B6
001889A2	mod_Deliverer_Receiver_BetterCriticals	WEAP	ivalue	MUL+ADD	ivalue	0.250		0.00	Better critical shot damage.	miscmod_mod_Deliverer_Receiver_BetterCriticals	001889B6
001889A2	mod_Deliverer_Receiver_BetterCriticals	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_BetterCriticals1			0.00	Better critical shot damage.	miscmod_mod_Deliverer_Receiver_BetterCriticals	001889B6
001889A1	mod_Deliverer_Receiver_MoreDamage3	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Exceptional damage. More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_MoreDamage3	001889B5
001889A1	mod_Deliverer_Receiver_MoreDamage3	WEAP	fattackDelaySec	MUL+ADD	fattackDelaySec	-0.333		0.00	Exceptional damage. More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_MoreDamage3	001889B5
001889A1	mod_Deliverer_Receiver_MoreDamage3	WEAP	fweight	MUL+ADD	fweight	0.450		0.00	Exceptional damage. More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_MoreDamage3	001889B5
001889A1	mod_Deliverer_Receiver_MoreDamage3	WEAP	iattackdamage	MUL+ADD	iattackdamage	0.750		0.00	Exceptional damage. More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_MoreDamage3	001889B5
001889A1	mod_Deliverer_Receiver_MoreDamage3	WEAP	ivalue	MUL+ADD	ivalue	0.850		0.00	Exceptional damage. More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_MoreDamage3	001889B5
001889A1	mod_Deliverer_Receiver_MoreDamage3	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_MoreDamage3			0.00	Exceptional damage. More sensitive trigger. Better rate of fire.	miscmod_mod_Deliverer_Receiver_MoreDamage3	001889B5
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.050		0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	fReloadSpeed	MUL+ADD	fReloadSpeed	0.250		0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.010		0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	iammocapacity	MUL+ADD	iammocapacity	0.500		0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	ivalue	MUL+ADD	ivalue	0.450		0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Medium			0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
001889A0	mod_Deliverer_Mag_MediumQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Quick			0.00	Better reload speed.	miscmod_mod_Deliverer_Mag_MediumQuick	001889B4
0018899F	mod_Deliverer_Mag_LargeQuick	WEAP	fReloadSpeed	MUL+ADD	fReloadSpeed	0.200		0.00	Superior ammo capacity. Improved reload speed.	miscmod_mod_Deliverer_Mag_LargeQuick	001916AB
0018899F	mod_Deliverer_Mag_LargeQuick	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Superior ammo capacity. Improved reload speed.	miscmod_mod_Deliverer_Mag_LargeQuick	001916AB
0018899F	mod_Deliverer_Mag_LargeQuick	WEAP	fweight	MUL+ADD	fweight	0.250		0.00	Superior ammo capacity. Improved reload speed.	miscmod_mod_Deliverer_Mag_LargeQuick	001916AB
0018899F	mod_Deliverer_Mag_LargeQuick	WEAP	iammocapacity	MUL+ADD	iammocapacity	1.000		0.00	Superior ammo capacity. Improved reload speed.	miscmod_mod_Deliverer_Mag_LargeQuick	001916AB
0018899F	mod_Deliverer_Mag_LargeQuick	WEAP	ivalue	MUL+ADD	ivalue	0.550		0.00	Superior ammo capacity. Improved reload speed.	miscmod_mod_Deliverer_Mag_LargeQuick	001916AB
0018899F	mod_Deliverer_Mag_LargeQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Quick			0.00	Superior ammo capacity. Improved reload speed.	miscmod_mod_Deliverer_Mag_LargeQuick	001916AB
0018899F	mod_Deliverer_Mag_LargeQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Large			0.00	Superior ammo capacity. Improved reload speed.	miscmod_mod_Deliverer_Mag_LargeQuick	001916AB
0018899E	mod_Deliverer_Grip_Better2	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	-0.150		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	-0.150		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.150		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.150		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.150		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	0.500		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	fweight	MUL+ADD	fweight	0.100		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	ivalue	MUL+ADD	ivalue	0.250		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Better2			0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Pistol			0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018899E	mod_Deliverer_Grip_Better2	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypePistol			0.00	Better recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better2	001916AA
0018898B	mod_Deliverer_Scope_SightsIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_Deliverer_Scope_SightsIron	001A8A60
0018898B	mod_Deliverer_Scope_SightsIron	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_Deliverer_Scope_SightsIron	001A8A60
0018898B	mod_Deliverer_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Standard.	miscmod_mod_Deliverer_Scope_SightsIron	001A8A60
0018898A	mod_Deliverer_Grip_Better1	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	-0.050		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	-0.050		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.050		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.050		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	0.500		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	fweight	MUL+ADD	fweight	0.050		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	ivalue	MUL+ADD	ivalue	0.100		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Better1			0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Pistol			0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
0018898A	mod_Deliverer_Grip_Better1	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypePistol			0.00	Improved recoil and hip-fire accuracy.	miscmod_mod_Deliverer_Grip_Better1	0018899A
00188987	mod_Broadsider_Grip_Standard	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Standard.	miscmod_mod_Broadsider_Grip_Standard	001A8A4F
00188987	mod_Broadsider_Grip_Standard	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	0.500		0.00	Standard.	miscmod_mod_Broadsider_Grip_Standard	001A8A4F
00188987	mod_Broadsider_Grip_Standard	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_Broadsider_Grip_Standard	001A8A4F
00188987	mod_Broadsider_Grip_Standard	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_Broadsider_Grip_Standard	001A8A4F
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.200		0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.200		0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	fmaxrange	MUL+ADD	fmaxrange	-1.500		0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	fminrange	MUL+ADD	fminrange	-0.750		0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	ivalue	MUL+ADD	ivalue	0.750		0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	4.000		0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
00188970	mod_AssaultRifle_Muzzle_MuzzleBrake	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMuzzle_MuzzleBreak			0.00	Exceptional recoil control. Better per-shot recoil. Inferior range.	miscmod_mod_AssaultRifle_Muzzle_MuzzleBrake	001916A1
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	fReloadSpeed	MUL+ADD	fReloadSpeed	0.200		0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	fweight	MUL+ADD	fweight	0.450		0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	iammocapacity	MUL+ADD	iammocapacity	3.000		0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	ivalue	MUL+ADD	ivalue	0.650		0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_ExtraLarge			0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Quick			0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896F	mod_AssaultRifle_Mag_ExtraLargeQuick	WEAP	pkKeywords	ADD	pkKeywords	AnimsLargeMag			0.00	Exceptional ammo capacity. Improved reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLargeQuick	00188979
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.050		0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	fReloadSpeed	MUL+ADD	fReloadSpeed	0.250		0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.010		0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	iammocapacity	MUL+ADD	iammocapacity	0.500		0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	ivalue	MUL+ADD	ivalue	0.450		0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Medium			0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896E	mod_AssaultRifle_Mag_MediumQuick	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_Quick			0.00	Better reload speed.	miscmod_mod_AssaultRifle_Mag_MediumQuick	0018897B
0018896C	mod_AssaultRifle_Mag_ExtraLarge	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.100		0.00	Exceptional ammo capacity. Inferior reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLarge	00188978
0018896C	mod_AssaultRifle_Mag_ExtraLarge	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Exceptional ammo capacity. Inferior reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLarge	00188978
0018896C	mod_AssaultRifle_Mag_ExtraLarge	WEAP	fweight	MUL+ADD	fweight	0.400		0.00	Exceptional ammo capacity. Inferior reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLarge	00188978
0018896C	mod_AssaultRifle_Mag_ExtraLarge	WEAP	iammocapacity	MUL+ADD	iammocapacity	3.000		0.00	Exceptional ammo capacity. Inferior reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLarge	00188978
0018896C	mod_AssaultRifle_Mag_ExtraLarge	WEAP	ivalue	MUL+ADD	ivalue	0.300		0.00	Exceptional ammo capacity. Inferior reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLarge	00188978
0018896C	mod_AssaultRifle_Mag_ExtraLarge	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMag_ExtraLarge			0.00	Exceptional ammo capacity. Inferior reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLarge	00188978
0018896C	mod_AssaultRifle_Mag_ExtraLarge	WEAP	pkKeywords	ADD	pkKeywords	AnimsLargeMag			0.00	Exceptional ammo capacity. Inferior reload speed.	miscmod_mod_AssaultRifle_Mag_ExtraLarge	00188978
0018896B	mod_AssaultRifle_Mag_Medium	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.050		0.00	Standard.	miscmod_mod_AssaultRifle_Mag_Medium	0018897A
